,bia_di,bii_di,bit_di,che_de,che_di,elb_di,wri_di,kne_di,ank_di,sho_gi,che_gi,wai_gi,nav_gi,hip_gi,thi_gi,bic_gi,for_gi,kne_gi,cal_gi,ank_gi,wri_gi,age,wgt,hgt,sex
301,43.33463177,25.64989486,27.93702476,21.85759355,25.66990458,14.43922011,11.52061353,17.93562686,12.213241,111.5147959,112.3816421,70.4883436,80.55719121,106.9520783,54.54843227,29.12888851,25.75220163,40.09598234,37.69048424,24.87653641,16.9080235,21,65.5160903,163.0167656,0
302,41.45234192,25.38569786,32.34506357,20.58197244,35.87164222,13.67166647,11.32301403,18.68931178,13.13742714,114.0096567,81.05291505,83.94377878,60.58675403,108.4847392,57.24124121,31.55494954,27.69126771,36.83794874,33.88482651,25.19158872,16.33958824,20,71.22993129,160.7781465,1
303,40.91837805,29.05856266,32.1348605,16.15909631,26.8632603,11.65326986,11.30795894,19.84415374,18.71315208,111.9986704,89.77601408,67.33123259,68.32934704,101.72507,55.77315427,32.33918117,24.89896215,38.29468305,36.88660349,20.02915103,17.88185375,27,69.830846,167.5945964,
304,44.00426692,24.92914812,32.45998934,17.94556455,29.61633808,13.23099797,9.055582495,18.89631372,13.56069642,114.7844106,84.1965789,76.75266334,87.83728292,93.80812153,57.54988006,40.74842417,27.27035072,33.32442206,38.82830492,22.36182797,12.61503557,32,75.24199973,165.089924,0
305,41.16381425,29.26312001,31.67887311,20.80567502,29.96521184,11.21617393,10.63260919,17.1532349,12.97323783,118.1726591,89.13660598,61.17053718,69.05244207,93.39978718,50.34337771,29.42963707,,39.08293654,40.28257146,22.59722609,16.40175571,52,82.72228164,175.2302512,1
306,43.6,28,32.4,27.5,33.5,14.6,11.7,21.4,15.1,128.8,115,95.6,101.9,107.9,64.6,37.1,30,41.8,39.6,24.7,18.2,22,108.6,190.5,1
307,42.46261771,29.26816,32.18982055,19.31381011,30.67930794,12.1607462,11.08940937,19.46657847,13.50233593,113.4316142,89.51267897,89.45473737,84.51424259,94.68085042,56.94938975,,30.95627743,33.80723766,30.0667849,26.53734947,16.43864047,14,100.8994396,174.8741951,1
308,36.29857409,29.90719937,30.80849795,20.00556915,27.7380421,12.96920011,11.51791199,18.26351984,13.28206069,112.9083858,104.6458376,77.69325269,92.66098029,94.93918886,63.45565861,25.69661221,23.28071041,35.81357511,33.96132332,21.27398623,15.09566584,14,74.24446699,167.7992093,0
309,43.067038,29.55335463,31.81209577,22.24378782,27.24009474,13.75244174,10.62455495,18.82414024,14.13168462,124.523937,90.46579415,83.66017713,,104.7302085,62.85947409,18.78252904,20.12976454,35.1559143,39.11909806,21.11484113,15.08574291,40,83.08971973,168.3848602,0
310,36.2,27.5,30.4,18.7,28,13.6,10.8,19,15.4,111.2,91.2,78.8,78,93.2,55.8,31.9,27.4,36.4,35.1,23,16.8,22,68.6,177.8,1
311,41.54035992,24.20763649,33.46550181,19.97546664,29.35172877,14.2543776,8.983687394,19.24328029,14.48128383,104.7970473,,69.42500945,94.51427839,95.04551597,55.78135477,38.4170816,23.91310969,34.01702521,39.49277758,19.95163293,15.61765453,47,86.15117392,162.5749867,0
312,43.09984362,26.69318172,33.87593838,18.51598561,26.32060061,13.63007416,11.74845323,16.67635799,12.74872671,105.665207,77.20726829,47.44958663,84.32144042,88.12707587,48.61177118,30.62978505,23.67986536,33.54522993,34.84583848,20.13957259,17.61718025,,79.27623907,183.1524409,1
313,40.88061229,25.45886433,31.7927407,20.06901211,29.55923959,15.23118007,10.19481967,18.96398569,12.35906212,101.6964799,110.2963799,89.5661391,81.73381301,97.0345976,56.66374227,32.5285054,21.9620016,42.06081197,32.7532569,22.05404959,19.48847249,33,57.75687374,181.3868274,1
314,37.25138866,23.58956001,32.34976312,16.74582318,29.90624814,12.21228116,10.42578866,19.65226081,13.00534264,106.3219686,89.23931884,84.84686248,86.99177632,93.32916118,52.72879094,33.39859886,,40.43666602,35.33687837,20.9661417,14.43539794,,88.09061934,162.4842552,1
315,43.3,27,31.5,19.6,31.3,14,11.5,18.8,13.9,119.8,99.9,82.5,80.1,95.3,57.5,33,28,36.6,36.1,23.5,16.9,21,74.8,181.5,1
316,38.17589128,30.15799217,31.02695013,18.64861899,28.61267411,12.31821491,11.18205564,18.31776702,14.07610373,112.0726277,79.12967053,85.74826525,81.39953195,103.0640626,54.22334042,26.49519756,29.47948467,37.98598793,34.81020535,21.47930817,18.10423528,21,72.17411241,190.5076097,1
317,41.77155232,28.29786636,30.77720812,18.52027232,27.08234821,13.43985368,10.22906318,18.45633358,14.63889389,102.7409912,83.38957736,67.64632411,88.90962372,108.3529296,59.37084677,30.44188726,25.45278043,33.54311699,32.06101699,21.82196995,17.25478749,36,73.14407259,188.0439917,0
318,35.2,24.4,29.8,15.1,26,13,9.2,17.3,12.2,103.9,82.5,66.1,74.9,93.8,54.2,27.8,24,35.3,33.7,22,14.6,23,54.8,160,0
319,38.7,23.5,33,16.4,27.6,12.6,9.9,17.5,12.6,105.5,85.8,65.8,70.5,89.3,57.4,27,23.2,36.8,36.2,22.1,15.8,23,59.8,163.2,0
320,33.3,25.9,29.9,18,25.6,12,9.2,17.6,12.9,99.4,85.4,67.4,85.9,90.3,54.7,26.9,22.3,32.8,29.5,18.7,13.7,34,53.2,159.4,0
321,41.72109317,29.14911272,29.79074804,19.11877526,28.13964137,13.73239456,9.531892456,18.56521222,13.63889414,121.1586831,103.404404,93.54605767,72.23548451,97.39008454,49.81310758,34.73702055,,34.56569268,34.7871022,22.6483465,14.16530068,37,45.81206711,183.6005105,0
322,36.31609849,27.45370758,29.40156981,17.84826363,24.23598691,15.18012337,9.939830278,17.22770176,13.62697587,123.8361227,91.89520893,64.54677016,97.99017622,94.01903751,56.61906094,32.99761853,30.09262878,38.54519228,37.96771594,21.05350506,19.06791996,37,72.752841,164.5517644,1
323,41.7,26.4,31.1,20.2,28.3,14.6,10.2,18.4,15.3,118,100.5,70.2,79.3,92,51.7,32.1,26.7,33.2,34.9,23.7,18.4,28,65.9,183,1
324,36.7,25.2,29.2,18.5,24.2,12,9,17,11.8,94.9,79.9,62.5,74,87.6,51.6,25.7,21.9,31.7,34.7,18.5,13.9,32,55.5,174,0
325,37.33119651,25.07720117,32.52762142,16.81515741,28.9297909,12.05451448,9.183760927,19.01669328,14.28072379,112.7794493,88.52950915,75.2930456,87.7515343,89.86959311,54.7030021,33.98326338,27.23790686,33.90896162,35.42482232,24.42134907,15.27323946,37,61.08382961,157.7533013,1
326,40.35786956,24.99737145,31.70751478,21.63105564,34.17107961,12.26646949,11.19350197,18.76787088,13.76527337,98.40417713,87.89664995,71.50678872,88.24035203,94.64855214,61.73670643,29.59161261,25.05595338,36.75342633,32.9977604,26.73297721,13.57170398,22,63.74174848,161.62817,1
327,,27.44146905,30.89482923,23.1839149,26.70897906,13.62717271,11.16398892,15.14783992,13.61504849,108.8018548,98.08189017,86.06983246,95.12590482,93.3555742,54.79380558,,26.03142423,34.09888766,36.44644162,20.96135482,17.81848815,25,51.26268277,168.2238387,1
328,42.56913363,26.25874891,29.39417953,18.3198368,26.41123223,13.87038197,10.24397152,20.38262527,14.2869405,111.3929612,91.28485379,79.88018212,98.08112955,96.62940344,59.44687457,28.61421943,30.32782239,38.20132927,38.93788992,21.5974119,18.35986486,29,52.93980574,167.500799,1
329,41.66534957,27.68772807,35.12114475,17.3421924,32.03375094,12.28216066,10.38771904,19.3029739,11.78551665,95.91445276,93.57493632,82.68843264,83.50666414,103.6834337,52.81882225,32.96270838,22.7615192,32.21906167,37.74872826,19.16967423,17.20463489,20,,174.0254707,1
330,41.2,27.1,29.8,20.1,31,12.9,11.6,18.8,13.5,116,,81.5,85,92,54.1,33,28,35.1,35.2,21.1,16.3,26,70.5,165.1,1
331,39.71604944,24.75310271,28.34414893,17.50533736,21.28327028,13.00097482,10.71159296,20.2874201,14.93777331,100.3137879,,70.12180844,91.07962446,94.60698208,57.56577202,19.0899175,25.36216568,32.35552395,38.18662074,21.97219136,14.91367534,32,77.57600521,165.8737171,0
332,34.15914812,28.48919343,31.97483312,15.67295667,26.36616033,13.46461302,10.37699966,20.05865198,12.72972195,96.21552735,97.59518405,73.48179202,87.88127262,91.69960295,51.13923251,28.2905158,23.5121902,34.45641694,39.4886337,26.25919395,17.34882679,32,52.79854177,170.988571,0
333,37.65584401,28.89487548,31.59070799,20.88204126,25.07417638,10.76689454,10.84181846,18.89952886,16.01066585,108.3783558,104.1895518,67.93798159,95.00618674,102.7698319,63.10416021,31.80332483,22.84063768,36.97979547,37.07800067,25.88320798,14.24811441,25,60.9540327,177.2957394,0
334,41.64068146,26.83364961,30.60057441,17.23664111,28.79047122,14.80936183,11.19686796,19.43866686,12.58988024,115.7066708,94.99194115,84.98740907,87.36967075,83.57163773,60.87143298,32.40916709,28.57568974,38.93285961,39.83956449,23.90302506,17.40424649,24,69.9050031,168.6466389,1
335,38.7,26.8,31.5,18,27.8,12.9,10.4,18,14.3,109.4,91.7,81.8,82.9,98.3,56.3,31,25.7,35,33,22,15.5,28,71.4,180.3,1
336,35.43699732,28.54384007,28.00666738,16.38439323,26.0965041,15.12940721,9.609822209,18.02637526,12.57049188,93.84282191,90.22075838,74.4236866,91.96076767,94.4390646,61.90451349,21.67965646,30.10203065,37.91556803,41.89722016,24.33118378,15.74960892,34,62.68299882,161.8996977,0
337,40.9,24.4,30.6,19.7,29.9,13.8,11.5,19,15.1,117,100.8,83.7,82.5,97.7,53.3,32.5,27.1,35.4,37,22.7,16.6,39,72.3,167.6,1
338,35.9791422,26.63209608,30.19225317,18.57252441,27.20668266,13.13464186,10.41476838,19.70209449,14.52120014,96.657642,88.88867116,86.44637055,86.5423299,85.13986301,54.22408206,26.38139635,28.89876826,31.16475512,41.21177339,22.19807098,18.87052451,4,73.77854826,162.4805648,0
339,36.2,31.1,34.7,21.1,26.8,12.9,10.4,18.6,14,102.1,95.8,85.4,105.2,109.5,68.3,29.7,24.5,40.3,37,22.4,15.3,24,73.6,176.5,0
340,43,29.4,33.8,24.7,31.5,14.2,11.2,19.4,14.2,119.7,112.7,112.1,105.9,106.3,56.9,35.7,27.8,37.3,36.6,22.7,16.4,46,92.7,179.1,1
341,38.8,26.3,31.5,19,25.9,11.6,9.9,18.8,13.1,103.4,88.3,71,87.1,98.7,59.2,28.2,23.6,35.6,35.8,20.8,15.5,23,59.8,164.3,0
342,40.86856953,26.67293633,33.92450565,18.91225913,25.23062547,13.13825264,9.48089184,18.70077342,10.59325506,83.47509287,86.58379964,83.98210824,99.34419609,93.44712949,59.70911795,33.29134829,29.76998058,37.52556332,38.73453182,20.96141804,15.77338617,22,57.36021175,170.1986818,1
343,43.8,29.2,32.6,18.7,30.4,14.6,11.7,20,15.2,117.3,95.8,83.7,84.2,98.4,56.2,33.7,28,38,39.6,25.8,17.6,30,78.6,177.8,1
344,36.96742999,27.4784633,32.24148838,21.42274911,28.29866956,12.75999895,10.87439868,19.50179489,13.20444499,120.5734795,114.8003201,86.08101253,88.79901086,107.2827452,57.10307244,33.21416465,29.26498964,34.61684698,35.76155344,24.01456634,13.04182697,28,89.78615806,164.2072151,0
345,38.29455541,25.11596922,30.50707344,17.42769868,24.43752411,13.55736395,12.8089874,19.92654604,12.97497411,112.9377353,81.94084573,59.49093194,87.02158074,96.67828206,56.25278732,31.26617245,26.88570863,37.17815276,36.64004565,19.28471263,16.89665254,38,67.05115898,178.3079374,0
346,34.9957542,24.18576158,32.38766386,15.65374813,29.21817419,12.98694882,11.41748489,18.69618096,13.28205377,106.5853521,113.2109681,,86.77049944,100.902413,62.05961902,39.69527555,26.98670556,35.18461631,36.2447801,19.77095944,17.40856351,43,81.68570865,168.3289106,0
347,37.23062468,27.10918137,32.3344358,22.02327435,31.1849456,14.28973393,9.802649636,16.43701346,13.98732545,127.3967163,86.20447338,67.73225672,96.70175119,96.61137113,63.66438657,26.39825114,26.63527871,31.31185643,36.90119306,20.4231883,11.44398574,32,74.57837477,174.1186019,1
348,37.11905685,29.00227307,36.66806437,21.20752449,28.42103604,14.28007276,9.750255162,18.42550574,12.60907094,97.50667717,76.14467441,80.57439201,93.32574358,102.9833692,52.59448972,35.93332652,29.57320182,34.5562855,,21.14384642,16.31468514,42,74.42381728,176.5252894,0
349,38.7,26.8,31.5,21.4,27.8,13.8,10.8,18.2,13.3,113.8,100.9,90.6,93.3,97.7,58,34.8,28,34.1,35.8,22.2,16.3,33,72.2,163.8,1
350,35.99489329,35.85978274,31.59012367,23.68613089,30.67002153,13.80594337,10.9334314,19.15837598,16.76280815,110.0925559,82.79747368,72.48954059,86.86254371,103.4479229,55.29320868,34.5646656,26.81155917,33.61563823,31.12655082,21.15989027,14.555536,42,65.13253148,177.3575389,1
351,42.8,27.5,31.5,19.2,31.8,14.1,11.1,19.1,14.7,118.8,98.3,79.9,82.4,87.5,54.4,33.5,27.3,36.8,37.9,22.3,16.6,29,73,176.5,1
352,37.1,25,29.3,17.1,28.1,13,10.9,17.5,13,108.5,88.2,70,81.2,96.8,59.8,30.1,25.2,35.8,35,21.7,16,19,62.2,167.1,0
353,37.85926963,26.04809275,35.00882196,15.41179423,25.04705134,12.77828272,9.017311408,17.1728113,11.88582243,112.7397766,89.06697873,70.64668622,83.32680117,102.6102714,51.23887166,31.14733703,26.41462249,35.71611345,32.97474955,21.89934113,16.58333011,30,71.57781301,177.9027158,1
354,37.44439832,25.40803576,31.47297044,19.3398677,27.06013413,11.8310668,11.49784818,17.53794656,14.18543099,106.0930887,96.76008026,81.12212605,98.98180095,90.20215828,57.17870316,35.37440191,30.69189216,34.42054071,34.14094776,19.64136308,16.57025794,53,68.42539865,170.5492329,0
355,35.3108223,28.15611233,28.82265821,18.86119563,31.71681661,13.18160764,10.17899054,20.51659122,13.52393512,122.1122953,101.9142554,100.1603934,108.0661461,94.20830498,52.33955496,28.23798197,25.15639533,33.72208348,38.38311009,19.63553026,15.32845275,49,78.50381821,174.3645717,0
356,38.3,30.8,35.6,,26.8,13.6,10.4,19,13.6,102.3,89.5,70,89.6,98.9,55,29.3,25,35.6,36.6,22.5,16.4,24,65.5,175.3,0
357,34.5,26.4,30.1,18.6,23.5,11.3,8.9,17.2,12.3,86,78,64.2,69.8,89,53,23.2,21.2,33,31.5,20.5,14,46,46.2,154.4,0
358,36.87157351,27.26209541,29.34902511,15.00163927,29.28075457,14.5625424,9.500723511,16.38474609,12.363165,110.3594936,96.54136057,77.7871528,78.20543001,84.79239603,46.14953417,31.16935774,26.08430666,35.86446411,35.41868709,21.00065489,15.95504302,35,66.62223243,172.9182792,1
359,35.6,28.5,29.4,17.7,,14,10.8,19.1,15,107.7,94.3,75.9,79.1,92.6,54.4,33.2,27.9,34.8,35.5,23,16.3,21,65,165.1,1
360,35.6,25.7,29.1,15.5,26,11.5,9.5,17.8,12.1,96.6,82.1,62.8,70.6,83.9,51.5,24.6,21.4,34,34.8,20.9,14.3,21,53.2,166,0
361,35.1,25.6,29.9,16.8,24.9,12.6,9.6,18.2,12.5,98.7,82.2,65.8,80.2,89.1,55.4,28.4,22.9,33.6,35,19.7,14.8,20,57.3,161.3,0
362,41.71746932,24.61739283,31.5211111,17.00753021,29.47678866,11.47194415,10.4445337,16.30480885,15.5014928,118.5814124,92.56924954,77.29710257,81.14753476,98.99829556,64.39919821,27.75399902,25.35084895,36.64008852,32.39049339,21.74419357,14.5656554,26,42.63642863,159.4923089,0
363,43.6,33.1,33.5,21.6,33.1,15.6,12,20.7,16.5,128.1,111.2,90.3,93.5,108.7,66.9,40.2,32.4,39.2,40.1,25.7,17.7,20,94.1,177.2,1
364,42.54028484,26.29426255,35.11397336,17.08608141,28.78551571,12.52091872,9.8339592,16.64023916,13.61303786,112.2305345,106.2597979,73.19067004,72.49196277,101.5727275,58.77871348,31.13193238,26.98047957,39.08730408,34.70842894,23.84144076,16.35480235,32,72.44749241,183.6825582,0
365,37.2,26,28.5,18.8,25,12.3,9.7,18.4,13,101.5,83.6,70.5,78.5,91.9,56.8,30.5,,35.8,36.9,20.4,15.7,28,,162.1,0
366,43.6,29.3,34.4,20.2,32.6,15.4,10.9,20.7,15.5,118.5,104,87.3,88,101.1,59.5,37,30.5,39.8,42,26.5,18.8,22,85.9,,1
367,38.27685638,25.30919448,32.19989402,21.16328107,25.46217888,15.32750887,11.17904602,19.38330543,12.66789413,95.44441305,96.74701343,88.63385029,97.66914703,98.26146691,63.95593105,27.21143183,28.11205841,35.15478813,39.1940543,20.5385138,14.46403637,36,79.70612674,171.1035648,1
368,39.4,26.1,34.4,20.4,27.3,15.1,10.6,20,15.3,109.2,95.8,84.7,84,101.4,60,35,28.5,38.4,37.9,23.2,16.8,23,84.1,188,1
369,42.5,29.9,34,21.5,29.4,15.2,11.6,20.7,14.9,107.5,97.5,80,82.5,98.5,55.4,32,28.4,37.7,38.6,24.4,18,22,78.8,187.2,1
370,40.86599179,30.04606534,34.50847756,18.12159004,33.59365946,10.78277852,10.60195363,19.38331337,15.88769132,119.1591281,90.27663114,68.63275912,76.02516974,91.9476027,56.80512211,30.28083133,25.61562733,31.86478294,35.26957001,20.58180296,15.65704916,18,59.89894625,163.822212,0
371,35.3,25.4,28.5,15.1,24.9,10.6,10.4,17,12.6,,80.9,60.8,77.4,84.6,51,26.8,22.8,34.4,33.1,21,15.4,31,46.8,,0
372,39.1,29.7,33.7,20.1,29.5,13.2,10,20.3,13.6,114,99,85,92.5,106.4,65.6,31.6,26.6,39.6,38.9,23.3,15.9,22,83,176.5,0
373,34.12855524,30.49284072,30.99458326,21.45952919,25.0825988,13.87889133,11.38739367,18.83100802,11.89495216,118.9007884,85.76319081,80.60892855,83.37572518,87.28694411,58.48764233,36.54103126,29.57707051,37.35627449,32.91626613,26.04174991,12.12633444,40,60.1835583,174.9210061,99
374,33.30001973,23.55487976,33.1735973,22.21612021,30.48999753,13.48109538,9.825505581,17.9870856,15.79436698,115.4589032,71.66822257,47.15360433,89.87165902,92.45257102,67.55060231,27.86412836,24.02594734,31.34163327,35.81387013,24.13660664,16.60017434,23,54.03887451,175.9280303,0
375,36.39363009,30.42885507,31.89950512,11.51705868,29.30729003,10.20130014,9.864592891,16.25886098,14.49496358,95.80905509,94.44781772,84.09614925,97.63159864,99.75926493,,40.20077805,27.30166194,39.50095204,34.2564768,22.43120277,15.78515543,23,57.78352382,178.2187256,1
376,34.80309842,28.86761925,31.08282918,24.58113355,28.92329107,12.48479319,11.15516484,16.34500203,12.21862283,104.8469843,102.5931979,79.88147215,85.36547098,91.20214002,51.82560889,31.88802176,26.15166977,30.82596515,37.36726233,23.66805064,17.07277977,34,80.58875144,171.172356,1
377,44.2,27.9,32,21.6,32.9,14.3,11,21.1,14.9,115,107.2,88.8,,100,61,34.6,27.9,38,39.4,23.2,17,24,84.5,179.8,1
378,42.2,32.6,36.6,22.4,34.5,14.1,11.1,18.2,13.9,130,115,98.5,106.6,116.5,67.8,35.8,27.2,38,41.2,23.3,16,34,93,180.1,1
379,34.21155106,28.27997862,31.69163331,19.67029104,31.13877897,12.59334338,9.722782834,18.67268175,14.2636665,112.7146325,77.48240397,96.3827506,99.89336045,105.082494,59.88060363,28.04977042,27.90170741,37.01781464,37.08769127,24.3069391,18.26329809,24,64.2287407,162.6523429,0
380,44.98668997,28.27192764,33.7479681,17.14302306,22.9933018,11.99419564,10.39717197,19.15918363,14.90538138,128.6533851,92.95181985,85.51135719,94.17324001,102.8248991,62.25590723,29.68749204,26.76386844,35.9664441,30.61386374,23.59750044,15.31865423,32,76.69617004,182.4427485,1
381,42.3,26.8,32,25.4,28.7,15,11.2,18.4,14.4,122.3,104.3,88.4,89.6,98.8,54.8,35.5,29.7,37.7,37,23.7,18.3,26,79.5,182.9,1
382,39.02522148,27.57293738,30.34393448,17.32672485,26.32939366,13.25146871,9.240725056,17.81760682,13.19567161,116.5478459,99.99467112,92.98736516,85.47612978,88.00894001,52.908847,38.63241218,25.08835262,37.85010227,39.39624059,19.73734534,18.10151947,11,88.79843701,175.0162449,1
383,38.7,27.1,31.4,16.5,27.5,12.8,9.2,18.8,12.5,107.3,88,72.7,76.7,95.9,56.6,29.5,25.3,36.8,37.6,22.4,16.6,27,60.2,161.3,0
384,36.4,26.2,32.2,17.3,25.8,13.1,10.1,17.9,12.6,103,86,68.2,76.2,97.9,59.8,29.8,25,36.8,38.1,21.8,16.2,18,67.2,176.2,0
385,36.7,28,31.1,19.4,27.5,12.9,10,17.9,14,97.4,87.1,63.8,88.3,94,56.1,28.1,24,33.1,35.2,22.1,16,41,58.2,165.1,0
386,39.9,30,34.5,21,29.4,15.6,11.9,21.2,16,112.2,100,88.3,93.5,105,65.8,37,28.8,40.9,41.7,24.2,17.8,30,93.8,192.7,1
387,39.93577691,27.24938903,,18.71000306,29.40771779,13.59774796,10.96263655,19.39197687,10.54308001,117.5860442,93.55912421,61.08914278,85.65656278,92.98560984,65.9872749,32.42843787,24.44526957,35.8854933,36.37883794,21.27804194,16.4478477,30,73.25327984,162.1953827,0
388,42.1,31.1,34.9,22.1,31.3,15.2,11,19,14.4,115.4,103.7,86,93.8,97.1,53.1,33.9,27.3,35.7,36.6,22.6,17.5,52,82.7,188,1
389,37.6,30.7,35.6,24.7,32.2,14,10.6,21.2,14.5,111,104.2,93.4,111.1,109.8,67.7,35.7,28.6,41.5,38.6,22.3,17.3,41,84.5,162.6,0
390,34.1,18.7,27.2,16.1,24.6,11.2,9.5,16.1,11.9,92,83,63,72,86,53,24.1,22,30,31.2,20.4,14.4,28,48.8,160,0
391,36.50468558,27.52948918,27.81679642,24.60318268,29.243314,12.60306636,10.72886895,17.26514897,15.52342628,95.14976161,87.37211871,83.43895362,103.4495328,87.1560963,54.96410684,25.31840964,22.49456749,35.1068995,35.17457929,22.86890635,17.98770571,29,57.37648021,172.5965139,1
392,42.02070693,30.10920702,29.84273343,17.72177041,27.84804786,13.92022651,12.38155387,22.23999906,14.06164463,99.77393799,87.59801032,90.66496754,89.09637918,89.96446274,54.67654822,25.37600559,20.16524749,41.25103448,35.6839272,28.60725011,16.45078986,11,69.0866308,187.7294474,0
393,45,27,33.2,21.7,30.6,13.7,11.1,20.7,14,112,104.1,82,84,97,56,34.5,29.5,39,35.7,24,17.5,22,79.6,184,1
394,36.26869888,28.85092048,30.63295448,18.49694263,28.95732499,14.36400769,10.89788706,18.72389598,12.18716704,116.6449628,91.01091629,70.93031744,62.81945342,95.31270224,58.78520501,21.68659222,26.52555796,37.83197005,38.20024299,23.60726401,14.562761,34,68.36359922,158.5553188,1
395,36.5,27,31.6,16.6,24.4,11.9,9.7,18,12.5,94.9,78.8,61.4,78.8,94,56.4,27.1,22.8,35.4,34.8,21,15,23,55.9,170,0
396,40.92677697,23.88999172,32.72677418,18.78855802,23.38374825,13.61480394,11.37532422,17.48681686,12.10897031,129.0853785,98.54614644,75.98943378,86.94421703,95.47245062,53.23383538,29.89794444,25.81926444,35.30127233,34.46587746,22.18534518,18.15842702,41,66.1224138,157.8728171,0
397,42.44664762,26.71121068,31.32390281,16.52541236,28.56953497,14.36646892,10.46126322,20.62405493,13.82283661,90.32873845,96.37396688,56.43608912,92.21089349,101.7792839,55.96593545,26.02945925,24.67487184,38.30581377,31.37541759,23.37967803,16.64278084,32,74.9868937,176.9165411,0
398,34,25,27,16.9,22.6,10.6,8.3,15.9,11.6,88.7,76.7,62,74.1,80.9,48.8,24,20.5,30.8,30.4,17.9,13.2,29,42,153.4,0
399,35.28147489,25.90557074,31.8107492,20.84493359,30.32028011,11.8207423,10.09361235,18.46716179,15.41816574,,76.06781545,79.97869111,92.6219499,93.86188962,56.77026681,21.89140757,25.76173848,37.54795039,35.14419161,21.28210938,16.75293731,31,57.72335663,168.3305359,1
400,32.62862431,27.09686588,28.17523829,21.41343111,28.89105858,13.33603632,11.3845941,20.44334419,11.78357874,99.48622528,105.6642409,78.4059143,78.78937212,104.5848713,48.06783417,26.7561472,24.05476982,33.90416396,32.36242112,23.71524473,17.99577675,32,98.44296419,194.0289916,0
401,37.4,30.2,34.2,21.6,28.3,13.2,10,19.6,14.1,106.1,91.2,74.2,98.2,102.6,61.5,31.4,25,37.6,41.9,24.3,15.4,28,72.3,165.1,0
402,39.90711346,28.75475943,28.39295463,18.68796182,25.13844873,15.52876216,11.14689879,19.33620277,13.2634964,110.3003714,101.6194225,68.91727661,84.15828956,104.9093408,53.02701207,32.33339174,29.2384592,39.4411117,32.56090713,23.34725269,16.57496579,30,59.95944174,159.6231704,0
403,41.19898931,28.83389153,34.80565514,18.40153281,26.86820271,14.06852886,9.691749576,21.19198172,13.31168237,110.3224935,104.3709856,68.02888177,73.02927675,97.89858258,54.11704725,35.52021318,28.09838165,40.27438307,32.46891956,21.00715183,17.2301389,22,47.00848523,179.1493689,0
404,40.3,27.8,33.5,20.6,29.9,15.3,11.2,20.4,13.8,115.3,101,85.4,86.9,101.8,57,34,27.1,39.4,37.1,23.7,16.6,44,75.5,179.1,1
405,37.1908848,30.56589433,32.41567817,20.31065036,33.12756218,11.87941191,9.726664994,17.36994732,13.58841849,116.3697031,91.18814417,70.78868395,88.11458198,94.67620305,48.8292357,31.30990713,24.6720556,33.89019002,39.76722128,21.83909867,14.62660516,43,46.36104923,177.9043317,1
406,28.49351624,24.19209438,30.1835725,19.23304349,26.31939653,15.07276043,10.27763453,18.05806017,15.01209682,107.24119,89.12281152,78.24619273,68.12281111,95.81045904,48.40963137,34.55443249,30.57470461,32.5074683,41.87944093,22.8939798,16.68534349,31,71.32585625,171.942289,99
407,37.5,29.2,35.1,19.6,27.5,13.1,10.2,20,13.1,101.5,91,75,85,103,62,31.5,26.5,38.2,40,23,16,22,72.8,170.2,0
408,39.45366621,25.66474008,30.76120157,21.39820588,24.10893313,13.90214868,10.20860831,18.80283829,12.05108148,122.8921458,100.592179,100.2377759,97.80412355,99.3678725,54.73255934,37.87261378,23.23054475,36.99552468,38.97308127,22.53606749,14.62879481,35,59.13885685,178.3406201,0
409,37.6,26.6,29.9,17.3,25.6,12.8,10,17,13,103.3,88.8,73.3,77.9,85.7,46.9,30.5,24.8,31.1,30.5,,15,24,55.2,164.1,1
410,41.17666919,25.17054675,30.92491882,17.90787469,29.57398789,14.372459,12.64956417,18.0512567,13.26865116,118.6414697,103.1513482,80.85412209,83.34160944,102.8136173,56.24522072,29.86878864,26.83177422,35.51738484,41.2544535,23.07117199,16.21481593,34,79.89412549,165.4765652,0
411,35.34834573,29.85719776,35.50446493,19.16444001,29.08045226,15.10332832,9.015892266,20.02965988,11.85031942,115.9448554,86.82217918,85.90273131,81.51941201,81.75108602,54.66640049,30.04417726,26.18509403,32.01178035,37.82961123,22.00180026,16.87607727,41,53.70547842,160.1967957,0
412,37.54900643,,34.98334483,21.04249757,29.23171043,12.75591041,11.13127481,19.84094106,15.93730915,116.4046714,98.98117853,77.39866806,81.59807051,100.6733431,56.76068367,24.10167776,22.46931814,38.24731225,40.66955241,20.37558948,15.46388742,30,66.7563391,154.9857405,99
413,39.14188329,30.7908845,30.52485888,22.41294818,28.79962826,11.73411715,10.68119742,18.68807025,14.30992376,102.9881646,99.83671469,54.76368825,79.98637189,106.4467132,52.93460572,35.892349,18.27532038,36.50182797,36.10933691,22.9191195,14.28318014,14,74.88877254,174.3213611,0
414,38.46989352,26.08867463,30.75181332,17.87258796,31.65957319,13.23488621,10.29535626,18.82993474,13.81883174,113.1233032,79.9423938,80.77380795,89.71395701,92.70417787,61.99844991,25.21884258,27.55771938,36.02178252,36.56908985,21.36901512,17.58514524,28,46.66283559,183.5934208,1
415,43.5,26.5,32.1,15.5,27.5,14.1,11.2,18.9,13.2,111,91,68.5,69,89.5,50,33,26,35.5,35,22,16.5,23,,175,1
